Column1;DHSID;DHSCC;DHSYEAR;DHSCLUST;CCFIPS;ADM1FIPS;ADM1FIPSNA;ADM1SALBNA;ADM1SALBCO;ADM1DHS;ADM1NAME;DHSREGCO;DHSREGNA;SOURCE;URBAN_RURA;LATNUM;LONGNUM;ALT_GPS;ALT_DEM;DATUM;coords
0;MZ201800000101;MZ;20180;1010;MZ;NULL;NULL;NULL;NULL;10;Niassa;10;Niassa;GPS;U;-1,32856E+11;3,52311E+11;13500;13400;WGS84;[[35.23113766400007, -13.285618369999952]]
1;MZ201800000102;MZ;20180;1020;MZ;NULL;NULL;NULL;NULL;10;Niassa;10;Niassa;GPS;U;-1,33227E+11;3,52552E+11;13640;13560;WGS84;[[35.25521694200006, -13.32265534399994]]
2;MZ201800000103;MZ;20180;1030;MZ;NULL;NULL;NULL;NULL;10;Niassa;10;Niassa;GPS;U;-1,32716E+11;35196597022;12570;12550;WGS84;[[35.19659702200005, -13.271619529999953]]
3;MZ201800000104;MZ;20180;1040;MZ;NULL;NULL;NULL;NULL;10;Niassa;10;Niassa;GPS;U;-1,4812E+11;3,65637E+11;5800;5740;WGS84;[[36.563686638000036, -14.811983097999928]]
4;MZ201800000105;MZ;20180;1050;MZ;NULL;NULL;NULL;NULL;10;Niassa;10;Niassa;GPS;U;-1,47882E+11;3,65141E+11;5680;5750;WGS84;[[36.514076792000026, -14.788213595999935]]
5;MZ201800000106;MZ;20180;1060;MZ;NULL;NULL;NULL;NULL;10;Niassa;10;Niassa;GPS;U;-14370950681;3,56555E+11;1630;7440;WGS84;[[35.655547213000034, -14.370950680999954]]
6;MZ201800000107;MZ;20180;1070;MZ;NULL;NULL;NULL;NULL;10;Niassa;10;Niassa;GPS;R;-1,51365E+11;3,65967E+11;6210;6180;WGS84;[[36.59672399500005, -15.136528307999981]]
7;MZ201800000108;MZ;20180;1080;MZ;NULL;NULL;NULL;NULL;10;Niassa;10;Niassa;GPS;R;-1,4677E+11;3,64566E+11;6240;6240;WGS84;[[36.456597948000024, -14.67696746699994]]
8;MZ201800000109;MZ;20180;1090;MZ;NULL;NULL;NULL;NULL;10;Niassa;10;Niassa;GPS;R;-1,20948E+11;3,48492E+11;4870;4810;WGS84;[[34.84917182500004, -12.09484807299998]]
9;MZ201800000110;MZ;20180;1100;MZ;NULL;NULL;NULL;NULL;10;Niassa;10;Niassa;GPS;R;-1,35856E+11;3,54727E+11;9190;9070;WGS84;[[35.47274278700007, -13.585550594999972]]
10;MZ201800000111;MZ;20180;1110;MZ;NULL;NULL;NULL;NULL;10;Niassa;10;Niassa;GPS;R;-1,3397E+11;3,48693E+11;4670;4760;WGS84;[[34.86926747500007, -13.396962168999949]]
11;MZ201800000112;MZ;20180;1120;MZ;NULL;NULL;NULL;NULL;10;Niassa;10;Niassa;GPS;R;-1,43945E+11;3,57313E+11;7030;6900;WGS84;[[35.73134834800004, -14.39446920599994]]
12;MZ201800000113;MZ;20180;1130;MZ;NULL;NULL;NULL;NULL;10;Niassa;10;Niassa;GPS;R;-1,41861E+11;3,58962E+11;4740;6600;WGS84;[[35.896235371000046, -14.186051268999961]]
13;MZ201800000114;MZ;20180;1140;MZ;NULL;NULL;NULL;NULL;10;Niassa;10;Niassa;GPS;R;-1,33999E+11;3,77508E+11;6270;6480;WGS84;[[37.75080061800003, -13.39991086699996]]
14;MZ201800000115;MZ;20180;1150;MZ;NULL;NULL;NULL;NULL;10;Niassa;10;Niassa;GPS;R;-1,26318E+11;36077732521;7560;9080;WGS84;[[36.07773252100003, -12.631818325999973]]
15;MZ201800000116;MZ;20180;1160;MZ;NULL;NULL;NULL;NULL;10;Niassa;10;Niassa;GPS;R;-1,54249E+11;3,60152E+11;1780;6570;WGS84;[[36.015211349000026, -15.424944183999969]]
16;MZ201800000117;MZ;20180;1170;MZ;NULL;NULL;NULL;NULL;10;Niassa;10;Niassa;GPS;R;-1,50447E+11;3,59762E+11;6760;6840;WGS84;[[35.97618470300006, -15.04474781099998]]
17;MZ201800000118;MZ;20180;1180;MZ;NULL;NULL;NULL;NULL;10;Niassa;10;Niassa;GPS;R;-1,44934E+11;3,7311E+11;1770;4940;WGS84;[[37.31098298400008, -14.49344775399993]]
18;MZ201800000119;MZ;20180;1190;MZ;NULL;NULL;NULL;NULL;10;Niassa;10;Niassa;GPS;R;-1,39949E+11;3,54214E+11;11010;11030;WGS84;[[35.42139202100003, -13.99485612999996]]
19;MZ201800000120;MZ;20180;1200;MZ;NULL;NULL;NULL;NULL;10;Niassa;10;Niassa;GPS;R;-1,41474E+11;3,82453E+11;3820;3840;WGS84;[[38.245334531000026, -14.147398383999928]]
20;MZ201800000201;MZ;20180;2010;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;U;-1,33805E+11;3,97961E+11;3140;3190;WGS84;[[39.79608521600005, -13.380471770999975]]
21;MZ201800000202;MZ;20180;2020;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;U;-13383194296;3,97736E+11;3220;3230;WGS84;[[39.773555970000075, -13.383194295999942]]
22;MZ201800000203;MZ;20180;2030;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;U;-1,2272E+11;4,01293E+11;3780;4530;WGS84;[[40.12927848700008, -12.272002245999943]]
23;MZ201800000204;MZ;20180;2040;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;U;-1,13511E+11;40365343654;40;140;WGS84;[[40.36534365400007, -11.351096213999938]]
24;MZ201800000205;MZ;20180;2050;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;U;-1,31093E+11;3,89907E+11;5030;5090;WGS84;[[38.99067664800003, -13.109315142999947]]
25;MZ201800000206;MZ;20180;2060;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;U;-1,16492E+11;3,95518E+11;8090;8090;WGS84;[[39.551761992000024, -11.649162437999962]]
26;MZ201800000207;MZ;20180;2070;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;R;-1,30688E+11;3,9868E+11;3210;3200;WGS84;[[39.86796339600005, -13.068831692999936]]
27;MZ201800000208;MZ;20180;2080;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;R;-1,33493E+11;3,85584E+11;5960;5940;WGS84;[[38.55839752500003, -13.34934736699995]]
28;MZ201800000209;MZ;20180;2090;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;R;-1,35918E+11;3,85291E+11;5640;5430;WGS84;[[38.529108980000046, -13.591815743999973]]
29;MZ201800000210;MZ;20180;2100;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;R;-1,3479E+11;3,99766E+11;1810;1880;WGS84;[[39.97663987300007, -13.478954441999974]]
30;MZ201800000211;MZ;20180;2110;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;R;-1,35371E+11;39848640369;2340;2350;WGS84;[[39.848640369000066, -13.537106027999926]]
31;MZ201800000212;MZ;20180;2120;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;R;-1,19416E+11;4,04366E+11;430;520;WGS84;[[40.43664485000005, -11.94163399699994]]
32;MZ201800000213;MZ;20180;2130;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;R;-1,31019E+11;4,05373E+11;1310;1080;WGS84;[[40.537273619000075, -13.101948171999936]]
33;MZ201800000214;MZ;20180;2140;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;R;-13214724713;39114357743;5270;5200;WGS84;[[39.11435774300003, -13.214724712999953]]
34;MZ201800000215;MZ;20180;2150;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;R;-1,29992E+11;3,93446E+11;4270;4250;WGS84;[[39.34459211400008, -12.999155836999932]]
35;MZ201800000216;MZ;20180;2160;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;R;-1,13876E+11;3,94421E+11;8090;8060;WGS84;[[39.44211508200004, -11.387605118999943]]
36;MZ201800000217;MZ;20180;2170;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;R;-1,37147E+11;3,89639E+11;3750;3730;WGS84;[[38.96386228100005, -13.714658510999982]]
37;MZ201800000218;MZ;20180;2180;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;R;-1,38546E+11;3,88451E+11;3820;3840;WGS84;[[38.84513393800006, -13.854607649999934]]
38;MZ201800000219;MZ;20180;2190;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;R;-1,10333E+11;3,96576E+11;1800;2480;WGS84;[[39.65755328400007, -11.033268840999938]]
39;MZ201800000220;MZ;20180;2200;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;R;-1,31325E+11;4,05174E+11;180;270;WGS84;[[40.51736181800004, -13.13251636299998]]
40;MZ201800000221;MZ;20180;2210;MZ;NULL;NULL;NULL;NULL;20;Cabo Delgado;20;Cabo Delgado;GPS;R;-13094081577;4,02544E+11;2240;2320;WGS84;[[40.25444323800008, -13.09408157699994]]
41;MZ201800000301;MZ;20180;3010;MZ;NULL;NULL;NULL;NULL;30;Nampula;30;Nampula;GPS;U;-1,51301E+11;3,92695E+11;4020;4100;WGS84;[[39.26947897000008, -15.130136567999955]]
42;MZ201800000302;MZ;20180;3020;MZ;NULL;NULL;NULL;NULL;30;Nampula;30;Nampula;GPS;U;-1,51085E+11;3,92677E+11;4420;4390;WGS84;[[39.26771249800004, -15.108481654999935]]
43;MZ201800000303;MZ;20180;3030;MZ;NULL;NULL;NULL;NULL;30;Nampula;30;Nampula;GPS;U;-16199614226;3,9998E+11;70;50;WGS84;[[39.99796317000005, -16.199614225999937]]
44;MZ201800000304;MZ;20180;3040;MZ;NULL;NULL;NULL;NULL;30;Nampula;30;Nampula;GPS;U;-1,49742E+11;3,75202E+11;6610;6460;WGS84;[[37.52022454200005, -14.974198128999944]]
45;MZ201800000305;MZ;20180;3050;MZ;NULL;NULL;NULL;NULL;30;Nampula;30;Nampula;GPS;U;-16746214;39224409;50;110;WGS84;[[39.22440900000004, -16.746213999999952]]
46;MZ201800000306;MZ;20180;3060;MZ;NULL;NULL;NULL;NULL;30;Nampula;30;Nampula;GPS;U;-1,45427E+11;4,0694E+11;1680;540;WGS84;[[40.694018811000035, -14.542659300999958]]
47;MZ201800000307;MZ;20180;3070;MZ;NULL;NULL;NULL;NULL;30;Nampula;30;Nampula;GPS;U;-1,49381E+11;38306101083;5000;5260;WGS84;[[38.306101083000044, -14.938052347999928]]
48;MZ201800000308;MZ;20180;3080;MZ;NULL;NULL;NULL;NULL;30;Nampula;30;Nampula;GPS;R;-1,63824E+11;3,98388E+11;110;100;WGS84;[[39.838788358000045, -16.38242853099996]]
49;MZ201800000309;MZ;20180;3090;MZ;NULL;NULL;NULL;NULL;30;Nampula;30;Nampula;GPS;R;-1,38101E+11;3,98663E+11;3290;3270;WGS84;[[39.86631495800003, -13.810096298999952]]
50;MZ201800000310;MZ;20180;3100;MZ;NULL;NULL;NULL;NULL;30;Nampula;30;Nampula;GPS;R;-1,44227E+11;3,83001E+11;4300;4020;WGS84;[[38.30010922900004, -14.422718474999954]]
51;MZ201800000311;MZ;20180;3110;MZ;NULL;NULL;NULL;NULL;30;Nampula;30;Nampula;GPS;R;-1,54733E+11;3,95429E+11;1650;2380;WGS84;[[39.54290806400007, -15.473311753999951]]
52;MZ201800000312;MZ;20180;3120;MZ;NULL;NULL;NULL;NULL;30;Nampula;30;Nampula;GPS;R;-1,41794E+11;4,05032E+11;940;220;WGS84;[[40.50318702800007, -14.179387386999963]]
53;MZ201800000313;MZ;20180;3130;MZ;NULL;NULL;NULL;NULL;30;Nampula;30;Nampula;GPS;R;-1,54725E+11;4,05402E+11;50;80;WGS84;[[40.54023456900006, -15.472457833999954]]
54;MZ201800000314;MZ;20180;3140;MZ;NULL;NULL;NULL;NULL;30;Nampula;30;Nampula;GPS;R;-1,55798E+11;38982099714;3360;3260;WGS84;[[38.98209971400007, -15.579785344999948]]
55;MZ201800000315;MZ;20180;3150;MZ;NULL;NULL;NULL;NULL;30;Nampula;30;Nampula;GPS;R;-1,64779E+11;3,92433E+11;770;720;WGS84;[[39.24333257100005, -16.47787860099993]]
56;MZ201800000316;MZ;20180;3160;MZ;NULL;NULL;NULL;NULL;30;Nampula;30;Nampula;GPS;R;-1,49887E+11;4,02862E+11;1100;1020;WGS84;[[40.28622041300008, -14.988658547999933]]
57;MZ201800000317;MZ;20180;3170;MZ;NULL;NULL;NULL;NULL;30;Nampula;30;Nampula;GPS;R;-1,47878E+11;4,01685E+11;1840;1760;WGS84;[[40.16847322600006, -14.787792833999958]]
58;MZ201800000318;MZ;20180;3180;MZ;NULL;NULL;NULL;NULL;30;Nampula;30;Nampula;GPS;R;-1,5531E+11;3,87292E+11;4140;4420;WGS84;[[38.72918155600007, -15.53096906199994]]
59;MZ201800000319;MZ;20180;3190;MZ;NULL;NULL;NULL;NULL;30;Nampula;30;Nampula;GPS;R;-1,4209E+11;4,00362E+11;2000;2210;WGS84;[[40.036190377000025, -14.209024830999965]]
60;MZ201800000320;MZ;20180;3200;MZ;NULL;NULL;NULL;NULL;30;Nampula;30;Nampula;GPS;R;-1,49481E+11;3880082477;5450;5480;WGS84;[[38.80082477000008, -14.948103901999957]]
61;MZ201800000401;MZ;20180;4010;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;U;-1,78747E+11;36887445661;-60;90;WGS84;[[36.88744566100007, -17.87469272499993]]
62;MZ201800000402;MZ;20180;4020;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;U;-1,78579E+11;3,69129E+11;90;100;WGS84;[[36.912924548000035, -17.857889778999947]]
63;MZ201800000403;MZ;20180;4030;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;U;-1,56482E+11;3,76867E+11;5620;5630;WGS84;[[37.68671902700004, -15.648249472999964]]
64;MZ201800000404;MZ;20180;4040;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;U;-15421547964;3,69112E+11;7380;7390;WGS84;[[36.91115902000007, -15.421547963999956]]
65;MZ201800000405;MZ;20180;4050;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;U;-1,60945E+11;3,57545E+11;6530;6580;WGS84;[[35.75453524100004, -16.09454268999997]]
66;MZ201800000406;MZ;20180;4060;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;U;-1,70056E+11;3,70245E+11;1560;1090;WGS84;[[37.02453141700005, -17.005569357999946]]
67;MZ201800000407;MZ;20180;4070;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;R;-1,59675E+11;3,78808E+11;4250;4150;WGS84;[[37.88080060800007, -15.967518731999974]]
68;MZ201800000408;MZ;20180;4080;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;R;-18459617358;3,65187E+11;-110;30;WGS84;[[36.518658566000056, -18.459617357999946]]
69;MZ201800000409;MZ;20180;4090;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;R;-15207035442;3,6746E+11;5820;7500;WGS84;[[36.746013376000064, -15.207035441999949]]
70;MZ201800000410;MZ;20180;4100;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;R;-1,61589E+11;3,716E+11;3600;3710;WGS84;[[37.15999639000006, -16.158875336999927]]
71;MZ201800000411;MZ;20180;4110;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;R;-1,80477E+11;3,6823E+11;80;80;WGS84;[[36.82298279500003, -18.047669352999947]]
72;MZ201800000412;MZ;20180;4120;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;R;-1,72597E+11;3,75264E+11;160;220;WGS84;[[37.52639207200008, -17.25965098599994]]
73;MZ201800000413;MZ;20180;4130;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;R;-1,72931E+11;3,76199E+11;110;80;WGS84;[[37.61988076000006, -17.29310111199993]]
74;MZ201800000414;MZ;20180;4140;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;R;-1,62211E+11;3,57773E+11;6510;6510;WGS84;[[35.77728927600003, -16.221080117999975]]
75;MZ201800000415;MZ;20180;4150;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;R;-1,56907E+11;3,64749E+11;1610;7360;WGS84;[[36.474870485000054, -15.690685017999954]]
76;MZ201800000416;MZ;20180;4160;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;R;-1,67792E+11;3,65926E+11;2760;2800;WGS84;[[36.592629153000075, -16.77918330999995]]
77;MZ201800000417;MZ;20180;4170;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;R;-1,74651E+11;3,5708E+11;3000;2940;WGS84;[[35.70804646500005, -17.46506242499993]]
78;MZ201800000418;MZ;20180;4180;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;R;-17039125192;3,53628E+11;440;520;WGS84;[[35.362817575000065, -17.03912519199997]]
79;MZ201800000419;MZ;20180;4190;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;R;-1,76438E+11;3,71491E+11;140;180;WGS84;[[37.149054912000054, -17.64384781299998]]
80;MZ201800000420;MZ;20180;4200;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;R;-1,76382E+11;3,6679E+11;150;150;WGS84;[[36.67899855300004, -17.638228760999937]]
81;MZ201800000421;MZ;20180;4210;MZ;NULL;NULL;NULL;NULL;40;Zambezia;40;Zambezia;GPS;R;-1,70623E+11;3,82222E+11;280;340;WGS84;[[38.22216184900003, -17.06227919099996]]
82;MZ201800000501;MZ;20180;5010;MZ;NULL;NULL;NULL;NULL;50;Tete;50;Tete;GPS;U;-1,61618E+11;3,35842E+11;1590;1560;WGS84;[[33.584185613000045, -16.161774158999947]]
83;MZ201800000502;MZ;20180;5020;MZ;NULL;NULL;NULL;NULL;50;Tete;50;Tete;GPS;U;-1,6169E+11;3,35709E+11;1590;1490;WGS84;[[33.57094196500003, -16.16904726699994]]
84;MZ201800000503;MZ;20180;5030;MZ;NULL;NULL;NULL;NULL;50;Tete;50;Tete;GPS;U;-1,61519E+11;3,36099E+11;1260;1410;WGS84;[[33.60990086800007, -16.15194128299993]]
85;MZ201800000504;MZ;20180;5040;MZ;NULL;NULL;NULL;NULL;50;Tete;50;Tete;GPS;U;-1,55825E+11;3,27671E+11;9010;8990;WGS84;[[32.767134629000054, -15.582484680999926]]
86;MZ201800000505;MZ;20180;5050;MZ;NULL;NULL;NULL;NULL;50;Tete;50;Tete;GPS;U;-1,61389E+11;3,37424E+11;1900;1940;WGS84;[[33.74241694600005, -16.13894255899993]]
87;MZ201800000506;MZ;20180;5060;MZ;NULL;NULL;NULL;NULL;50;Tete;50;Tete;GPS;R;-1,47357E+11;3,42773E+11;11380;11400;WGS84;[[34.27730132700003, -14.73573963399997]]
88;MZ201800000507;MZ;20180;5070;MZ;NULL;NULL;NULL;NULL;50;Tete;50;Tete;GPS;R;-1,45989E+11;3,44634E+11;13810;13840;WGS84;[[34.46336007800005, -14.598889717999953]]
89;MZ201800000508;MZ;20180;5080;MZ;NULL;NULL;NULL;NULL;50;Tete;50;Tete;GPS;R;-1,47843E+11;3,41992E+11;10680;10780;WGS84;[[34.19916926500008, -14.784297938999941]]
90;MZ201800000509;MZ;20180;5090;MZ;NULL;NULL;NULL;NULL;50;Tete;50;Tete;GPS;R;-1,57398E+11;3,28351E+11;3090;3170;WGS84;[[32.83508257300008, -15.739800156999934]]
91;MZ201800000510;MZ;20180;5100;MZ;NULL;NULL;NULL;NULL;50;Tete;50;Tete;GPS;R;-1,63464E+11;3,33373E+11;3450;3640;WGS84;[[33.33731629400006, -16.34639232899997]]
92;MZ201800000511;MZ;20180;5110;MZ;NULL;NULL;NULL;NULL;50;Tete;50;Tete;GPS;R;-1,49975E+11;3,2872E+11;4100;4150;WGS84;[[32.871970142000066, -14.997539521999954]]
93;MZ201800000512;MZ;20180;5120;MZ;NULL;NULL;NULL;NULL;50;Tete;50;Tete;GPS;R;-1,55277E+11;3,37053E+11;4170;4400;WGS84;[[33.70530387600007, -15.527687469999933]]
94;MZ201800000513;MZ;20180;5130;MZ;NULL;NULL;NULL;NULL;50;Tete;50;Tete;GPS;R;-1,5008E+11;3,38777E+11;9070;9130;WGS84;[[33.87765857200003, -15.008011515999954]]
95;MZ201800000514;MZ;20180;5140;MZ;NULL;NULL;NULL;NULL;50;Tete;50;Tete;GPS;R;-1,59009E+11;3,05992E+11;3430;3490;WGS84;[[30.599210414000027, -15.90091289999998]]
96;MZ201800000515;MZ;20180;5150;MZ;NULL;NULL;NULL;NULL;50;Tete;50;Tete;GPS;R;-1,4636E+11;3,22962E+11;7530;7480;WGS84;[[32.296202910000034, -14.636028007999926]]
97;MZ201800000516;MZ;20180;5160;MZ;NULL;NULL;NULL;NULL;50;Tete;50;Tete;GPS;R;-1,55352E+11;3,44003E+11;8900;8990;WGS84;[[34.40033378100003, -15.535204435999958]]
98;MZ201800000517;MZ;20180;5170;MZ;NULL;NULL;NULL;NULL;50;Tete;50;Tete;GPS;R;-1,69652E+11;3,48646E+11;660;750;WGS84;[[34.86456653500005, -16.96523561799995]]
99;MZ201800000518;MZ;20180;5180;MZ;NULL;NULL;NULL;NULL;50;Tete;50;Tete;GPS;R;-1,68273E+11;3,47571E+11;740;850;WGS84;[[34.757095347000075, -16.827283945999966]]
100;MZ201800000519;MZ;20180;5190;MZ;NULL;NULL;NULL;NULL;50;Tete;50;Tete;GPS;R;-1,48157E+11;3,45543E+11;14550;14620;WGS84;[[34.55431895600003, -14.815669172999947]]
101;MZ201800000520;MZ;20180;5200;MZ;NULL;NULL;NULL;NULL;50;Tete;50;Tete;GPS;R;-1,51433E+11;3,41587E+11;9070;9160;WGS84;[[34.15873092500004, -15.143348562999961]]
102;MZ201800000601;MZ;20180;6010;MZ;NULL;NULL;NULL;NULL;60;Manica;60;Manica;GPS;U;-1,91278E+11;3,34442E+11;6970;6910;WGS84;[[33.44420724100007, -19.127787740999963]]
103;MZ201800000602;MZ;20180;6020;MZ;NULL;NULL;NULL;NULL;60;Manica;60;Manica;GPS;U;-1,90825E+11;3,34793E+11;6280;6340;WGS84;[[33.47934021400005, -19.08245879699996]]
104;MZ201800000603;MZ;20180;6030;MZ;NULL;NULL;NULL;NULL;60;Manica;60;Manica;GPS;U;-1,91155E+11;3,3488E+11;6910;7000;WGS84;[[33.48799880800004, -19.11548326199994]]
105;MZ201800000604;MZ;20180;6040;MZ;NULL;NULL;NULL;NULL;60;Manica;60;Manica;GPS;U;-1,91076E+11;3,34598E+11;7060;7050;WGS84;[[33.45975929800005, -19.107627762999982]]
106;MZ201800000605;MZ;20180;6050;MZ;NULL;NULL;NULL;NULL;60;Manica;60;Manica;GPS;U;-1,9134E+11;3,3483E+11;7280;7310;WGS84;[[33.48299978800003, -19.13401771599996]]
107;MZ201800000606;MZ;20180;6060;MZ;NULL;NULL;NULL;NULL;60;Manica;60;Manica;GPS;U;-1,91139E+11;3,36399E+11;5490;5540;WGS84;[[33.63989240700005, -19.11390748499997]]
108;MZ201800000607;MZ;20180;6070;MZ;NULL;NULL;NULL;NULL;60;Manica;60;Manica;GPS;U;-1,89239E+11;3,28829E+11;7040;7010;WGS84;[[32.882925028000045, -18.923917925999945]]
109;MZ201800000608;MZ;20180;6080;MZ;NULL;NULL;NULL;NULL;60;Manica;60;Manica;GPS;R;-1,77441E+11;3,31045E+11;8300;8460;WGS84;[[33.10445340800004, -17.744139727999936]]
110;MZ201800000609;MZ;20180;6090;MZ;NULL;NULL;NULL;NULL;60;Manica;60;Manica;GPS;R;-19030572274;33875836641;4540;4570;WGS84;[[33.875836641000035, -19.03057227399995]]
111;MZ201800000610;MZ;20180;6100;MZ;NULL;NULL;NULL;NULL;60;Manica;60;Manica;GPS;R;-1,93314E+11;33873032534;1200;1440;WGS84;[[33.87303253400006, -19.331412623999938]]
